UniqueID,DateOfBite,Species,Breed,Age,Gender,SpayNeuter,Borough,ZipCode,Breed_v4,DogSize_v4,DogType_v4,ZipCode_v4,GeoPoint_v4
"3636,May 10 2017,DOG,MALTESE,8,M,TRUE,Bronx,,MALTESE,small,Toy dog,NULL,""NULL"""
"3637,May 12 2017,DOG,STAFFORD -SMAR BULLY PIT BULL,2,M,FALSE,Bronx,""10470"",STAFFORDSHIRE MIX,medium,terrier,10470,""40.89594, -73.86812"""
"3641,May 13 2017,DOG,SIBERIAN HUSKY,4,M,FALSE,Bronx,""10456"",SIBERIAN HUSKY,medium,sled dog,10456,""40.83003, -73.90815"""
"3642,May 13 2017,DOG,ROTTWEILER,10,U,FALSE,Bronx,""10472"",MIXED BREED,unknown,unknown,10452,""40.83739, -73.92344"""
"3643,May 15 2017,DOG,PITBULL,5,F,FALSE,Bronx,""10461"",PIT BULL,medium,terrier,10461,""40.8474, -73.84066"""
"3645,May 08 2017,DOG,American Pit Bull Mix / Pit Bull Mix,5,M,FALSE,Bronx,""10468"",HOUND,medium,hunting,10461,""40.8474, -73.84066"""
"3647,May 16 2017,DOG,,12,M,TRUE,Bronx,""10461"",UNKNOWN,unknown,unknown,10461,""40.8474, -73.84066"""
"3648,May 16 2017,DOG,Cocker Spaniel,3,F,FALSE,Bronx,""10458"",COCKER SPANIEL,small-medium,hunting,10458,""40.86244, -73.88826"""
"3650,May 12 2017,DOG,PITBULL,2,F,FALSE,Bronx,""10462"",SIBERIAN HUSKY,medium,sled dog,NULL,""NULL"""
"3651,May 11 2017,DOG,PITBULL,3,M,FALSE,Bronx,""10462"",PIT BULL,medium,terrier,10462,""40.84269, -73.8586"""
"3652,May 17 2017,DOG,PITBULL,4,F,TRUE,Bronx,""10461"",PIT BULL,medium,terrier,10461,""40.8474, -73.84066"""
"3654,May 17 2017,DOG,Labrador Retriever Crossbreed,2,M,TRUE,Bronx,""10473"",Labrador Retriever MIX,medium-large,hunting,10473,""40.81819, -73.85878"""
"3655,May 15 2017,DOG,PITBULL,5,F,TRUE,Bronx,""10472"",PIT BULL,medium,terrier,10472,""40.8295, -73.8694"""
"3656,May 15 2017,DOG,PITBULL,2,M,FALSE,Bronx,""10472"",PIT BULL,medium,terrier,10473,""40.81819, -73.85878"""
"3658,May 11 2017,DOG,American Pit Bull Mix / Pit Bull Mix,6,M,FALSE,Bronx,""10472"",CHIHUAHUA,small,Toy dog,10452,""40.83739, -73.92344"""
"3659,May 18 2017,DOG,HAVANESE,3,M,FALSE,Bronx,,PIT BULL,medium,terrier,10465,""40.82391, -73.82298"""
"3661,May 20 2017,DOG,Cocker Spaniel Crossbreed,6,M,FALSE,Bronx,""10460"",MALTESE,small,Toy dog,10457,""40.84713, -73.89871"""
"3662,May 19 2017,DOG,YORKSHIRE TERRIER,1,M,TRUE,Bronx,""10471"",YORKSHIRE TERRIER,small,terrier,10471,""40.89947, -73.9018"""
"3664,May 24 2017,DOG,SHIH TZU,2,M,FALSE,Bronx,,MIXED BREED,unknown,unknown,10460,""40.84172, -73.87956"""
"3674,May 29 2017,DOG,CHOW CHOW,1,M,FALSE,Bronx,""10453"",CHOW CHOW,large,guardian,10453,""40.85225, -73.91358"""
"3675,May 31 2017,DOG,CHIHUAHUA,15.5,M,TRUE,Bronx,""10463"",MIXED BREED,unknown,unknown,10457,""40.84713, -73.89871"""
"3676,May 28 2017,DOG,PITBULL,3,M,FALSE,Bronx,""10472"",PIT BULL,medium,terrier,10458,""40.86244, -73.88826"""
"3678,May 26 2017,DOG,PITBULL,6,M,TRUE,Bronx,""10473"",PIT BULL,medium,terrier,10473,""40.81819, -73.85878"""
"3682,May 19 2017,DOG,BOXER,3,M,FALSE,Bronx,""10462"",MIXED BREED,unknown,unknown,10465,""40.82391, -73.82298"""
"3684,May 28 2017,DOG,PITBULL MIX,3,M,FALSE,Bronx,""10472"",PIT BULL MIX,medium,terrier,10472,""40.8295, -73.8694"""
"3685,May 27 2017,DOG,CHIHUAHUA,2.5,M,FALSE,Bronx,,CHIHUAHUA,small,Toy dog,NULL,""NULL"""
"3687,May 05 2017,DOG,SHIH TZU,4,M,FALSE,Bronx,""10458"",UNKNOWN,unknown,unknown,10454,""40.80549, -73.91661"""
"3688,June 06 2017,DOG,ALASKAN HUSKY MIX,1,U,FALSE,Bronx,""10453"",ALASKAN HUSKY MIX,medium,sled dog,10453,""40.85225, -73.91358"""
"3689,June 03 2017,DOG,German Shepherd Crossbreed,4,M,FALSE,Bronx,""10466"",UNKNOWN,unknown,unknown,10467,""40.88081, -73.87392"""
"3690,June 08 2017,DOG,CHIHUAHUA,5,M,TRUE,Bronx,""10458"",MIXED BREED,unknown,unknown,10462,""40.84269, -73.8586"""
"3691,June 02 2017,DOG,PITBULL,2,M,TRUE,Bronx,,MIXED BREED large,large,unknown,10454,""40.80549, -73.91661"""
"3693,June 04 2017,DOG,Labrador Retriever Crossbreed,3,M,TRUE,Bronx,""10469"",Labrador Retriever MIX,medium-large,hunting,10469,""40.86862, -73.84813"""
"3694,May 31 2017,DOG,SHIH TZU,4,M,FALSE,Bronx,,TERRIER MIX,medium,terrier,NULL,""NULL"""
"3699,June 03 2017,DOG,Labrador Retriever Crossbreed,4,M,TRUE,Bronx,""10466"",SIBERIAN HUSKY,medium,sled dog,10457,""40.84713, -73.89871"""
"3700,June 06 2017,DOG,Labrador Retriever Crossbreed,4,M,TRUE,Bronx,""10466"",Labrador Retriever MIX,medium-large,hunting,10466,""40.89098, -73.84597"""
"3703,June 11 2017,DOG,CHIHUAHUA,6,M,FALSE,Bronx,""10456"",CHIHUAHUA MIX,small,Toy dog,10468,""40.86804, -73.90006"""
"3704,June 11 2017,DOG,YORKSHIRE TERRIER,3,M,FALSE,Bronx,""10451"",YORKSHIRE TERRIER,small,terrier,10451,""40.82077, -73.92387"""
"3705,June 12 2017,DOG,PITBULL,2,F,FALSE,Bronx,""10467"",PIT BULL,medium,terrier,10467,""40.88081, -73.87392"""
"3706,June 14 2017,DOG,BEAUCERON MIX,0.25,M,TRUE,Bronx,""10453"",BEAUCERON MIX,large,herding dog,10453,""40.85225, -73.91358"""
"3707,June 14 2017,DOG,BEAUCERON MIX,0.25,M,TRUE,Bronx,""10453"",BEAUCERON MIX,large,herding dog,10453,""40.85225, -73.91358"""
"3711,June 20 2017,DOG,American Pit Bull Terrier/Pit Bull,1,M,FALSE,Bronx,""10452"",MIXED BREED,unknown,unknown,10459,""40.82585, -73.89289"""
"3712,June 11 2017,DOG,PITBULL,6,M,TRUE,Bronx,""10466"",PIT BULL,medium,terrier,10466,""40.89098, -73.84597"""
"3713,June 21 2017,DOG,SHIH TZU,3,F,FALSE,Bronx,,PIT BULL,medium,terrier,10466,""40.89098, -73.84597"""
"3716,June 15 2017,DOG,PITBULL,7,F,TRUE,Bronx,""10467"",SHIH TZU,small,Toy dog,10469,""40.86862, -73.84813"""
"3717,June 21 2017,DOG,Akita,2,M,FALSE,Bronx,""10469"",MIXED BREED medium,medium,unknown,10472,""40.8295, -73.8694"""
"3718,June 22 2017,DOG,PITBULL,7,M,FALSE,Bronx,""10467"",PIT BULL,medium,terrier,10467,""40.88081, -73.87392"""
"3720,June 22 2017,DOG,POMERANIAN,0.5,M,FALSE,Bronx,""10457"",POMERANIAN,small,companion,10457,""40.84713, -73.89871"""
"3722,June 22 2017,DOG,MALTESE,1,F,FALSE,Bronx,""10467"",MALTESE,small,Toy dog,10467,""40.88081, -73.87392"""
"3724,June 26 2017,DOG,SHIH TZU MIX,7,M,TRUE,Bronx,""10452"",SHIH TZU MIX,small,Toy dog,10452,""40.83739, -73.92344"""
"3725,June 28 2017,DOG,GERMAN SHEPHERD,1,M,FALSE,Bronx,""10467"",GERMAN SHEPHERD,large,working dog,10467,""40.88081, -73.87392"""
"3731,June 24 2017,DOG,PITBULL,8,M,FALSE,Bronx,""10466"",PIT BULL,medium,terrier,10466,""40.89098, -73.84597"""
"3732,June 24 2017,DOG,SHIH TZU,0.92,F,TRUE,Bronx,""10453"",PIT BULL MIX,medium,terrier,10467,""40.88081, -73.87392"""
"3734,June 19 2017,DOG,LABARADOR RETRIEVER,12,F,FALSE,Bronx,""10461"",DOBERMAN,large,working dog,10471,""40.89947, -73.9018"""
"3739,June 29 2017,DOG,YORKSHIRE TERRIER,1,M,FALSE,Bronx,""10472"",MIXED BREED,unknown,unknown,10471,""40.89947, -73.9018"""
"3741,June 28 2017,DOG,RHODESIAN RIDGE BACK,6,M,TRUE,Bronx,,AMERICAN STAFFORDSHIRE TERRIER,large,terrier,10461,""40.8474, -73.84066"""
"3746,July 01 2017,DOG,CHIHUAHUA,4,F,TRUE,Bronx,""10465"",MIXED BREED large,large,unknown,10460,""40.84172, -73.87956"""
"3747,July 09 2017,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Bronx,,MIXED BREED,unknown,unknown,10457,""40.84713, -73.89871"""
"3748,July 09 2017,DOG,PITBULL,1,M,FALSE,Bronx,,MIXED BREED,unknown,unknown,10457,""40.84713, -73.89871"""
"3750,July 07 2017,DOG,MALTESE MIX,4,M,FALSE,Bronx,""10462"",CHIHUAHUA,small,Toy dog,10473,""40.81819, -73.85878"""
"3751,July 08 2017,DOG,American Pit Bull Mix / Pit Bull Mix,5,M,FALSE,Bronx,""10465"",American Pit Bull Terrier Mix,medium,terrier,10465,""40.82391, -73.82298"""
"3752,July 09 2017,DOG,American Pit Bull Terrier/Pit Bull,2,F,FALSE,Bronx,""10466"",MIXED BREED large,large,unknown,10453,""40.85225, -73.91358"""
"3753,July 10 2017,DOG,JACK RUSSELL TERRIER,1.08,F,FALSE,Bronx,""10460"",PIT BULL,medium,terrier,10453,""40.85225, -73.91358"""
"3754,July 01 2017,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Bronx,,American Pit Bull Terrier Mix,medium,terrier,NULL,""NULL"""
"3756,July 04 2017,DOG,BEAGLE,1,M,TRUE,Bronx,""10475"",CHIHUAHUA MIX,small,Toy dog,10465,""40.82391, -73.82298"""
"3759,July 11 2017,DOG,ITALIAN MASTIFF,0.92,M,FALSE,Bronx,""10462"",YORKSHIRE TERRIER,small,terrier,10465,""40.82391, -73.82298"""
"3760,July 10 2017,DOG,Lhasa Apso,5,M,TRUE,Bronx,""10463"",LASAH APSO,small,guardian,10463,""40.88077, -73.90662"""
"3761,July 09 2017,DOG,SHIH TZU,2,M,FALSE,Bronx,""10458"",CHIHUAHUA,small,Toy dog,NULL,""NULL"""
"3762,July 13 2017,DOG,American Pit Bull Mix / Pit Bull Mix,4,M,FALSE,Bronx,""10462"",American Pit Bull Terrier Mix,medium,terrier,10462,""40.84269, -73.8586"""
"3763,July 12 2017,DOG,AMERICAN BULLY,2,M,FALSE,Bronx,""10463"",AMERICAN BULLY,medium-large,companion,10463,""40.88077, -73.90662"""
"3765,July 07 2017,DOG,PITBULL,2,M,FALSE,Bronx,""10472"",UNKNOWN,unknown,unknown,10472,""40.8295, -73.8694"""
"3772,July 15 2017,DOG,PITBULL,3,M,FALSE,Bronx,""10455"",CHIHUAHUA MIX,small,Toy dog,10462,""40.84269, -73.8586"""
"3774,July 14 2017,DOG,PITBULL,2,F,FALSE,Bronx,""10467"",MINI PINCHER,small,companion,10464,""40.86793, -73.80051"""
"3777,July 14 2017,DOG,GERMAN SHEPHERD,3,M,TRUE,Bronx,""10459"",GERMAN SHEPHERD,large,working dog,10459,""40.82585, -73.89289"""
"3778,July 21 2017,DOG,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Bronx,""10469"",American Pit Bull Terrier Mix,medium,terrier,10469,""40.86862, -73.84813"""
"3779,July 22 2017,DOG,PITBULL,2,M,FALSE,Bronx,""10469"",PIT BULL,medium,terrier,10469,""40.86862, -73.84813"""
"3785,July 22 2017,DOG,PITBULL,7,M,TRUE,Bronx,""10462"",PIT BULL,medium,terrier,10462,""40.84269, -73.8586"""
"3790,July 21 2017,DOG,GERMAN SHEPHERD,0.33,M,FALSE,Bronx,""10462"",GERMAN SHEPHERD,large,working dog,10462,""40.84269, -73.8586"""
"3792,July 25 2017,DOG,AMERICAN STAFFORDSHIRE TERRIER,2,M,FALSE,Bronx,""10459"",AMERICAN STAFFORDSHIRE TERRIER,large,terrier,10459,""40.82585, -73.89289"""
"3795,July 27 2017,DOG,PITBULL,9,M,TRUE,Bronx,""10465"",CHIHUAHUA,small,Toy dog,10465,""40.82391, -73.82298"""
"3796,July 31 2017,DOG,""Bull Dog, English"",3,M,FALSE,Bronx,""10472"",YORKSHIRE TERRIER,small,terrier,10467,""40.88081, -73.87392"""
"3797,August 01 2017,DOG,HAVANESE,6,M,FALSE,Bronx,""10463"",CHIHUAHUA MIX,small,Toy dog,NULL,""NULL"""
"3798,August 01 2017,DOG,Labrador Retriever Crossbreed,6,M,TRUE,Bronx,""10467"",Labrador Retriever MIX,medium-large,hunting,10467,""40.88081, -73.87392"""
"3799,July 24 2017,DOG,American Pit Bull Terrier/Pit Bull,1,F,TRUE,Bronx,""10472"",ROTTWEILER,very large,working dog,10458,""40.86244, -73.88826"""
"3800,July 30 2017,DOG,PITBULL,3,M,FALSE,Bronx,""10466"",PIT BULL,medium,terrier,10466,""40.89098, -73.84597"""
"3801,July 28 2017,DOG,PITBULL,6,M,FALSE,Bronx,""10458"",PIT BULL,medium,terrier,10458,""40.86244, -73.88826"""
"3805,August 03 2017,DOG,PITBULL,10,M,TRUE,Bronx,""10473"",PIT BULL,medium,terrier,10473,""40.81819, -73.85878"""
"3811,August 06 2017,DOG,Dalmatian,21,F,TRUE,Bronx,""10458"",YORKSHIRE TERRIER MIX,small,terrier,10469,""40.86862, -73.84813"""
"3812,August 04 2017,DOG,PITBULL,7,F,TRUE,Bronx,""10456"",PIT BULL,medium,terrier,10456,""40.83003, -73.90815"""
"3814,August 09 2017,DOG,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Bronx,""10458"",UNKNOWN,unknown,unknown,10457,""40.84713, -73.89871"""
"3815,August 06 2017,DOG,BULL TERRIER,0.58,M,TRUE,Bronx,""10463"",BULL TERRIER,medium,terrier,10463,""40.88077, -73.90662"""
"3816,August 08 2017,DOG,Cocker Spaniel,4,U,FALSE,Bronx,""10466"",COCKER SPANIEL,small-medium,hunting,10466,""40.89098, -73.84597"""
"3817,August 09 2017,DOG,""Mastiff, Bull"",4,M,TRUE,Bronx,""10466"",MASTIF MIX,very large,guardian,10466,""40.89098, -73.84597"""
"3819,August 09 2017,DOG,PITBULL,5,F,TRUE,Bronx,""10461"",PIT BULL,medium,terrier,10461,""40.8474, -73.84066"""
"3822,August 01 2017,DOG,SHIH TZU,2,M,FALSE,Bronx,""10458"",BULLDOG,medium,companion,10458,""40.86244, -73.88826"""
"3826,August 12 2017,DOG,""Poodle, Miniature"",5,M,FALSE,Bronx,""10452"",SHIH TZU MIX,small,Toy dog,10473,""40.81819, -73.85878"""
"3831,August 11 2017,DOG,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Bronx,""10453"",GOLDEN RETRIEVER MIX,medium-large,hunting,10452,""40.83739, -73.92344"""
"3832,August 08 2017,DOG,GERMAN SHEPHERD,1,M,FALSE,Bronx,""10457"",MIXED BREED,unknown,unknown,10466,""40.89098, -73.84597"""
"3834,August 16 2017,DOG,PITBULL,8,M,FALSE,Bronx,""10466"",UNKNOWN,unknown,unknown,10469,""40.86862, -73.84813"""
"3836,August 08 2017,DOG,PITBULL,9,F,TRUE,Bronx,""10455"",UNKNOWN,unknown,unknown,10469,""40.86862, -73.84813"""
"3840,August 16 2017,DOG,ROTTWEILER,5,M,FALSE,Bronx,""10461"",ROTTWEILER,very large,working dog,10461,""40.8474, -73.84066"""
"3841,August 16 2017,DOG,Lhasa Apso,2,M,FALSE,Bronx,,LASAH APSO,small,guardian,NULL,""NULL"""
"3843,August 17 2017,DOG,BULLDOG,8,M,FALSE,Bronx,""10467"",PIT BULL,medium,terrier,10467,""40.88081, -73.87392"""
"3844,August 20 2017,DOG,BULL TERRIER,3,M,TRUE,Bronx,""10473"",MIXED BREED,unknown,unknown,10454,""40.80549, -73.91661"""
"3845,August 09 2017,DOG,""Poodle, Miniature"",12,M,FALSE,Bronx,""10469"",POODLE Miniature,small,companion,10469,""40.86862, -73.84813"""
"3846,August 19 2017,DOG,PITBULL,3,F,FALSE,Bronx,,PIT BULL,medium,terrier,NULL,""NULL"""
"3848,August 22 2017,DOG,SIBERIAN HUSKY,2,M,FALSE,Bronx,""10473"",SIBERIAN HUSKY,medium,sled dog,10473,""40.81819, -73.85878"""
"3849,August 23 2017,DOG,JACK RUSSELL TERRIER,6,M,FALSE,Bronx,""10458"",CHIHUAHUA,small,Toy dog,10455,""40.81478, -73.90862"""
"3850,August 23 2017,DOG,SHIH TZU,3,U,FALSE,Bronx,""10451"",POODLE,medium,companion,10452,""40.83739, -73.92344"""
"3851,August 25 2017,DOG,American Pit Bull Mix / Pit Bull Mix,3,M,FALSE,Bronx,""10473"",GERMAN SHEPHERD MIX,large,working dog,10472,""40.8295, -73.8694"""
"3853,August 26 2017,DOG,TERRIER MIX,4,M,FALSE,Bronx,""10453"",CHIHUAHUA,small,Toy dog,10453,""40.85225, -73.91358"""
"3855,August 29 2017,DOG,American Pit Bull Mix / Pit Bull Mix,8,F,TRUE,Bronx,""10466"",HOUND,medium,hunting,10462,""40.84269, -73.8586"""
"3857,August 26 2017,DOG,Saint Bernard,8,M,FALSE,Bronx,""10471"",Saint Bernard,very large,moloss type,10471,""40.89947, -73.9018"""
"3863,September 01 2017,DOG,SHETLAND SHEEPDOG,8,M,TRUE,Bronx,,SHETLAND SHEEPDOG,small,herding dog,NULL,""NULL"""
"3864,August 31 2017,DOG,American Pit Bull Mix / Pit Bull Mix,1.3,M,TRUE,Bronx,""10458"",American Pit Bull Terrier Mix,medium,terrier,10458,""40.86244, -73.88826"""
"3865,August 31 2017,DOG,PITBULL,4,F,FALSE,Bronx,""10457"",PIT BULL,medium,terrier,10457,""40.84713, -73.89871"""
"3866,September 05 2017,DOG,""Poodle, Miniature"",8,M,TRUE,Bronx,""10468"",POODLE Miniature,small,companion,10468,""40.86804, -73.90006"""
"3870,September 01 2017,DOG,SCOTTISH TERRIER,2,M,FALSE,Bronx,""10459"",PIT BULL,medium,terrier,10472,""40.8295, -73.8694"""
"3871,September 02 2017,DOG,SHIH TZU,4,F,FALSE,Bronx,""10452"",PIT BULL,medium,terrier,10462,""40.84269, -73.8586"""
"3879,September 10 2017,DOG,Yorkshire Terrier Crossbreed,1,M,FALSE,Bronx,""10467"",UNKNOWN,unknown,unknown,10462,""40.84269, -73.8586"""
"3882,September 11 2017,DOG,PITBULL,1,F,FALSE,Bronx,""10467"",BOXER,large,moloss type,10461,""40.8474, -73.84066"""
"3883,September 11 2017,DOG,PITBULL,7,F,TRUE,Bronx,""10467"",PIT BULL,medium,terrier,10467,""40.88081, -73.87392"""
"3884,September 09 2017,DOG,DACHSHUND MIX,13,M,TRUE,Bronx,,DACHSHUND MIX,small,hunting,NULL,""NULL"""
"3891,September 17 2017,DOG,PITBULL MIX,5,M,FALSE,Bronx,""10467"",PIT BULL MIX,medium,terrier,10467,""40.88081, -73.87392"""
"3892,September 18 2017,DOG,PITBULL,1,U,FALSE,Bronx,""10458"",LABARADOR RETRIEVER,medium-large,hunting,10469,""40.86862, -73.84813"""
"3893,September 18 2017,DOG,PITBULL,1,M,FALSE,Bronx,""10472"",PIT BULL,medium,terrier,10472,""40.8295, -73.8694"""
"3896,September 18 2017,DOG,LABRADOODLE,1,M,FALSE,Bronx,,SHIH TZU,small,Toy dog,10473,""40.81819, -73.85878"""
"3897,September 19 2017,DOG,American Pit Bull Mix / Pit Bull Mix,2,F,FALSE,Bronx,""10451"",SHIH TZU,small,Toy dog,10457,""40.84713, -73.89871"""
"3899,September 19 2017,DOG,Beagle Crossbreed,2,M,TRUE,Bronx,,BEAGLE MIX,medium,hunting,NULL,""NULL"""
"3902,September 16 2017,DOG,American Pit Bull Mix / Pit Bull Mix,6,M,FALSE,Bronx,""10473"",American Pit Bull Terrier Mix,medium,terrier,10473,""40.81819, -73.85878"""
"3903,September 16 2017,DOG,PITBULL,9,M,FALSE,Bronx,""10471"",ENGLISH STAFFORDSHIRE BULL TERRIER,medium,terrier,10458,""40.86244, -73.88826"""
"3904,September 16 2017,DOG,American Pit Bull Mix / Pit Bull Mix,6,M,FALSE,Bronx,""10453"",American Pit Bull Terrier Mix,medium,terrier,10453,""40.85225, -73.91358"""
"3905,September 03 2017,DOG,PITBULL,3,F,FALSE,Bronx,,PIT BULL,medium,terrier,NULL,""NULL"""
"3906,September 20 2017,DOG,American Pit Bull Mix / Pit Bull Mix,5,F,TRUE,Bronx,""10457"",American Pit Bull Terrier Mix,medium,terrier,10457,""40.84713, -73.89871"""
"3907,September 25 2017,DOG,BOXER,7,M,FALSE,Bronx,""10466"",MIXED BREED,unknown,unknown,10465,""40.82391, -73.82298"""
"3909,September 25 2017,DOG,TERRIER MIX,2,M,FALSE,Bronx,""10467"",BULLDOG English,medium,companion,10451,""40.82077, -73.92387"""
"3914,September 30 2017,DOG,MALTESE,7,F,FALSE,Bronx,""10458"",MIXED BREED,unknown,unknown,10473,""40.81819, -73.85878"""
"3915,September 30 2017,DOG,""Bull Dog, English"",3,F,FALSE,Bronx,""10474"",BULLDOG English,medium,companion,10474,""40.81066, -73.8844"""
"3920,October 05 2017,DOG,CHIHUAHUA MIX,2,M,TRUE,Bronx,""10454"",SIBERIAN HUSKY,medium,sled dog,10459,""40.82585, -73.89289"""
"3921,September 22 2017,DOG,PITBULL,2,M,FALSE,Bronx,""10460"",SIBERIAN HUSKY,medium,sled dog,NULL,""NULL"""
"3927,October 09 2017,DOG,TERRIER MIX,3,F,FALSE,Bronx,""10468"",TERRIER MIX,medium,terrier,10468,""40.86804, -73.90006"""
"3931,October 13 2017,DOG,SHIH TZU,8,M,FALSE,Bronx,,PIT BULL,medium,terrier,NULL,""NULL"""
"3932,October 10 2017,DOG,MALTESE,5,M,FALSE,Bronx,""10459"",CHOW CHOW,large,guardian,10465,""40.82391, -73.82298"""
"3939,October 19 2017,DOG,""Poodle, Standard"",15,U,TRUE,Bronx,""10454"",CHIHUAHUA MIX,small,Toy dog,10452,""40.83739, -73.92344"""
"3943,October 26 2017,DOG,SIBERIAN HUSKY,2,M,FALSE,Bronx,""10453"",SIBERIAN HUSKY,medium,sled dog,10453,""40.85225, -73.91358"""
"3944,October 23 2017,DOG,Mixed/Other,15,M,FALSE,Bronx,""10455"",MIXED BREED,unknown,unknown,10455,""40.81478, -73.90862"""
"3950,October 27 2017,DOG,""Poodle, Standard"",3,M,FALSE,Bronx,""10457"",POODLE,medium,companion,10457,""40.84713, -73.89871"""
"3951,October 28 2017,DOG,LARGE DOG,9,M,FALSE,Bronx,""10467"",LARGE DOG,large,unknown,10467,""40.88081, -73.87392"""
"3955,October 27 2017,DOG,PITBULL,2,U,FALSE,Bronx,""10459"",PIT BULL,medium,terrier,10468,""40.86804, -73.90006"""
"3956,October 29 2017,DOG,SHIH TZU,5,M,TRUE,Bronx,""10456"",AUSTRALIAN TERRIER,small,terrier,10473,""40.81819, -73.85878"""
"3957,October 28 2017,DOG,MINATURE PINSCHER,6,M,FALSE,Bronx,""10462"",CHIHUAHUA,small,Toy dog,10462,""40.84269, -73.8586"""
"3959,October 28 2017,DOG,PITBULL,6,M,TRUE,Bronx,""10462"",SHIH TZU,small,Toy dog,10456,""40.83003, -73.90815"""
"3960,November 03 2017,DOG,AMERICAN BULLY,1,F,FALSE,Bronx,""10460"",SHIH TZU,small,Toy dog,10459,""40.82585, -73.89289"""
"3961,November 07 2017,DOG,MEDIUM MIXED BREED,4,M,FALSE,Bronx,""10453"",CHIHUAHUA,small,Toy dog,10473,""40.81819, -73.85878"""
"3964,November 11 2017,DOG,SIBERIAN HUSKY,1,F,TRUE,Bronx,""10460"",SIBERIAN HUSKY,medium,sled dog,10460,""40.84172, -73.87956"""
"3972,November 10 2017,DOG,American Pit Bull Terrier/Pit Bull,9,F,FALSE,Bronx,,American Pit Bull Terrier Mix,medium,terrier,NULL,""NULL"""
"3973,November 12 2017,DOG,PITBULL,5,M,FALSE,Bronx,""10469"",PIT BULL,medium,terrier,10469,""40.86862, -73.84813"""
"3975,November 15 2017,DOG,SHIH TZU,11,F,FALSE,Bronx,""10467"",UNKNOWN,unknown,unknown,10456,""40.83003, -73.90815"""
"3976,November 15 2017,DOG,DACHSHUND SMOOTH COAT,5,F,FALSE,Bronx,""10454"",CHIHUAHUA,small,Toy dog,10467,""40.88081, -73.87392"""
"3977,November 06 2017,DOG,YORKSHIRE TERRIER,3,M,FALSE,Bronx,""10453"",PIT BULL,medium,terrier,10452,""40.83739, -73.92344"""
"3978,November 20 2017,DOG,PITBULL,8,M,FALSE,Bronx,""10454"",PIT BULL,medium,terrier,10454,""40.80549, -73.91661"""
"3980,November 15 2017,DOG,Mixed/Other,1,F,FALSE,Bronx,""10461"",MIXED BREED,unknown,unknown,10461,""40.8474, -73.84066"""
"3983,November 19 2017,DOG,HOUND,1,M,TRUE,Bronx,""10465"",HOUND,medium,hunting,10465,""40.82391, -73.82298"""
"3984,November 15 2017,DOG,PITBULL MIX,5,F,TRUE,Bronx,""10463"",PIT BULL MIX,medium,terrier,10463,""40.88077, -73.90662"""
"3987,November 09 2017,DOG,,2,M,FALSE,Bronx,""10469"",UNKNOWN,unknown,unknown,10469,""40.86862, -73.84813"""
"3990,November 26 2017,DOG,PITBULL,13,M,TRUE,Bronx,""10473"",PIT BULL,medium,terrier,10473,""40.81819, -73.85878"""
"3993,November 25 2017,DOG,SHIH TZU,8,M,FALSE,Bronx,""10472"",SHIH TZU,small,Toy dog,10472,""40.8295, -73.8694"""
"3994,November 22 2017,DOG,PITBULL,0.92,M,TRUE,Bronx,""10456"",PIT BULL,medium,terrier,10456,""40.83003, -73.90815"""
"3997,November 28 2017,DOG,CHIHUAHUA,3,M,TRUE,Bronx,""10475"",SHIH TZU,small,Toy dog,10455,""40.81478, -73.90862"""
"4002,December 01 2017,DOG,PITBULL,2,M,FALSE,Bronx,""10462"",PIT BULL,medium,terrier,10462,""40.84269, -73.8586"""
"4008,December 06 2017,DOG,MIXED,3,M,FALSE,Bronx,""10452"",MIXED BREED,unknown,unknown,10452,""40.83739, -73.92344"""
"4010,December 11 2017,DOG,German Shepherd Crossbreed,4,F,TRUE,Bronx,""10463"",GERMAN SHEPHERD MIX,large,working dog,10463,""40.88077, -73.90662"""
"4012,December 17 2017,DOG,PITBULL,3,M,TRUE,Bronx,""10474"",CHIHUAHUA,small,Toy dog,NULL,""NULL"""
"4016,December 19 2017,DOG,MALTESE,3,F,FALSE,Bronx,""10469"",MALTESE,small,Toy dog,10469,""40.86862, -73.84813"""
"4017,December 19 2017,DOG,Mixed/Other,6,M,FALSE,Bronx,""10454"",PIT BULL,medium,terrier,10454,""40.80549, -73.91661"""
"4018,December 21 2017,DOG,PITBULL,5,M,FALSE,Bronx,""10472"",PIT BULL,medium,terrier,10472,""40.8295, -73.8694"""
"4019,December 24 2017,DOG,American Pit Bull Terrier/Pit Bull,3,M,TRUE,Bronx,""10457"",American Pit Bull Terrier Mix,medium,terrier,10457,""40.84713, -73.89871"""
"4020,December 23 2017,DOG,HAVANESE,9,F,TRUE,Bronx,""10453"",HAVANESE,small,Toy dog,10453,""40.85225, -73.91358"""
"4021,December 25 2017,DOG,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Bronx,,CHIHUAHUA,small,Toy dog,10456,""40.83003, -73.90815"""
"4024,December 26 2017,DOG,MIXED,3,F,FALSE,Bronx,""10457"",MIXED BREED,unknown,unknown,10457,""40.84713, -73.89871"""
