UniqueID,DateOfBite,Species,Breed,Age,Gender,SpayNeuter,Borough,ZipCode,Breed_v4,DogSize_v4,DogType_v4,ZipCode_v4,GeoPoint_v4
"4025,December 22 2017,DOG,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Bronx,""10453"",American Pit Bull Terrier Mix,medium,terrier,10453,""40.85225, -73.91358"""
"4026,December 28 2017,DOG,SHIH TZU MIX,1,M,FALSE,Bronx,""10456"",PIT BULL,medium,terrier,10463,""40.88077, -73.90662"""
"4027,December 27 2017,DOG,PITBULL,2,M,FALSE,Bronx,""10473"",SHIH TZU,small,Toy dog,NULL,""NULL"""
"4030,December 30 2017,DOG,DACHSHUND MIX,5,M,FALSE,Bronx,""10466"",DACHSHUND MIX,small,hunting,10466,""40.89098, -73.84597"""
"4032,December 28 2017,DOG,PITBULL MIX,1,M,FALSE,Bronx,""10456"",UNKNOWN,unknown,unknown,10452,""40.83739, -73.92344"""
"4035,December 31 2017,DOG,PITBULL,3,M,TRUE,Bronx,""10472"",PIT BULL,medium,terrier,10472,""40.8295, -73.8694"""
"4038,July 02 2017,DOG,SHIH TZU,2,M,FALSE,Bronx,""10460"",SHIH TZU MIX,small,Toy dog,10475,""40.86953, -73.82532"""
"4039,January 01 2015,DOG,DACHSHUND LONG HAIRED,8,M,FALSE,Manhattan,""10026"",DACHSHUND LH,small,hunting,10026,""40.80245, -73.9526"""
"4040,January 04 2015,DOG,CHIHUAHUA/JACK RUSS,5,M,TRUE,Manhattan,""10010"",MIXED BREED,unknown,unknown,10455,""40.81478, -73.90862"""
"4041,January 04 2015,DOG,SHIH TZU,2,M,FALSE,Manhattan,,MIXED BREED medium,medium,unknown,10451,""40.82077, -73.92387"""
"4042,January 02 2015,DOG,American Pit Bull Terrier/Pit Bull,3,M,TRUE,Manhattan,""10128"",PIT BULL MIX,medium,terrier,10467,""40.88081, -73.87392"""
"4043,January 01 2015,DOG,Mixed/Other,10,M,TRUE,Manhattan,""10065"",MIXED BREED,unknown,unknown,10065,""40.76474, -73.96314"""
"4044,January 07 2015,DOG,Collie Crossbreed,2,M,FALSE,Manhattan,""10031"",COLLIE MIX,medium-large,herding dog,10031,""40.82518, -73.95013"""
"4046,January 08 2015,DOG,MALTESE,4,M,FALSE,Manhattan,""10013"",MALTESE,small,Toy dog,10013,""40.72022, -74.00463"""
"4048,January 09 2015,DOG,NOVA SCOTIA DUCK TOLLING RETRIEVER,5,M,TRUE,Manhattan,""10024"",JACK RUSSELL TERRIER,small,terrier,10471,""40.89947, -73.9018"""
"4049,January 10 2015,DOG,DACHSHUND MIX,7,F,FALSE,Manhattan,""10029"",DACHSHUND MIX,small,hunting,10029,""40.79173, -73.94396"""
"4050,January 09 2015,DOG,POODLE MIX,3,M,FALSE,Manhattan,""10019"",POODLE MIX,medium,companion,10019,""40.7657, -73.98706"""
"4051,January 06 2015,DOG,LABRADOODLE,2,M,TRUE,Manhattan,""10004"",LABRADOODLE,medium-large,companion,10004,""40.69465, -74.02106"""
"4052,January 11 2015,DOG,JACK RUSSELL TERRIER,2,M,TRUE,Manhattan,,JACK RUSSELL TERRIER,small,terrier,NULL,""NULL"""
"4053,January 11 2015,DOG,CHIHUAHUA/LAB,9,M,FALSE,Manhattan,,CHIHUAHUA MIX,small,Toy dog,NULL,""NULL"""
"4055,January 13 2015,DOG,PITBULL,7,M,FALSE,Manhattan,""10128"",COCKER SPANIEL,small-medium,hunting,10473,""40.81819, -73.85878"""
"4057,January 13 2015,DOG,JACK RUSSELL TERRIER,7,M,FALSE,Manhattan,""10032"",LABARADOR RETRIEVER,medium-large,hunting,10473,""40.81819, -73.85878"""
"4060,January 18 2015,DOG,LABARADOR RETRIEVER,8,M,TRUE,Manhattan,""10075"",LABARADOR RETRIEVER,medium-large,hunting,10075,""40.77335, -73.95622"""
"4065,January 19 2015,DOG,GERMAN SHEPHERD,12,M,FALSE,Manhattan,""10032"",ROTTWEILER,very large,working dog,10463,""40.88077, -73.90662"""
"4066,January 20 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,F,FALSE,Manhattan,""10029"",American Pit Bull Terrier Mix,medium,terrier,10029,""40.79173, -73.94396"""
"4067,January 19 2015,DOG,PITBULL,5,M,TRUE,Manhattan,""10128"",PIT BULL,medium,terrier,10128,""40.78138, -73.95016"""
"4068,January 20 2015,DOG,Pekingese,5,M,FALSE,Manhattan,""10034"",UNKNOWN,unknown,unknown,10467,""40.88081, -73.87392"""
"4070,January 19 2015,DOG,JACK RUSSELL TERRIER,12,M,FALSE,Manhattan,""10009"",UNKNOWN,unknown,unknown,10469,""40.86862, -73.84813"""
"4072,January 23 2015,DOG,SHIH TZU,5,F,TRUE,Manhattan,""10029"",ROTTWEILER,very large,working dog,NULL,""NULL"""
"4074,January 20 2015,DOG,CHOW CHOW,0.58,M,TRUE,Manhattan,""10065"",CHOW CHOW,large,guardian,10065,""40.76474, -73.96314"""
"4075,January 23 2015,DOG,Mixed/Other,9,M,TRUE,Manhattan,,MIXED BREED,unknown,unknown,NULL,""NULL"""
"4079,January 31 2015,DOG,Labrador Retriever Crossbreed,5,M,FALSE,Manhattan,""10034"",PIT BULL,medium,terrier,10468,""40.86804, -73.90006"""
"4082,February 02 2015,DOG,JACK RUSSELL TERRIER MIX,2,M,TRUE,Manhattan,,PIT BULL,medium,terrier,10473,""40.81819, -73.85878"""
"4085,January 31 2015,DOG,Labrador Retriever Crossbreed,4,M,FALSE,Manhattan,""10032"",Labrador Retriever MIX,medium-large,hunting,10032,""40.83884, -73.94279"""
"4087,February 04 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,F,FALSE,Manhattan,""10029"",American Pit Bull Terrier Mix,medium,terrier,10029,""40.79173, -73.94396"""
"4088,February 09 2015,DOG,PITBULL,0.92,M,FALSE,Manhattan,""10033"",PIT BULL,medium,terrier,10033,""40.8506, -73.93391"""
"4089,February 09 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,F,TRUE,Manhattan,""10065"",CHIHUAHUA,small,Toy dog,10460,""40.84172, -73.87956"""
"4090,February 06 2015,DOG,LABARADOR RETRIEVER,6,F,FALSE,Manhattan,,PIT BULL,medium,terrier,10468,""40.86804, -73.90006"""
"4091,February 07 2015,DOG,PITBULL,8,M,FALSE,Manhattan,""10026"",SHIH TZU,small,Toy dog,10549,""41.20069, -73.72098"""
"4092,February 07 2015,DOG,PITBULL,8,M,FALSE,Manhattan,""10026"",PIT BULL,medium,terrier,10026,""40.80245, -73.9526"""
"4094,February 10 2015,DOG,VICTORIAN BULLDOG,8,M,FALSE,Manhattan,""10035"",MIXED BREED,unknown,unknown,10467,""40.88081, -73.87392"""
"4095,February 08 2015,DOG,SHIH TZU,1,F,FALSE,Manhattan,""10030"",SHIH TZU,small,Toy dog,10030,""40.81823, -73.94288"""
"4097,February 06 2015,DOG,AMERICAN ESKIMO,10,F,TRUE,Manhattan,""10016"",PIT BULL,medium,terrier,10467,""40.88081, -73.87392"""
"4098,February 09 2015,DOG,Chihuahua Crossbreed,1,M,TRUE,Manhattan,""10025"",CHIHUAHUA MIX,small,Toy dog,10025,""40.79857, -73.96659"""
"4101,February 11 2015,DOG,American Pit Bull Terrier/Pit Bull,5,M,FALSE,Manhattan,""10038"",American Pit Bull Terrier Mix,medium,terrier,10038,""40.70916, -74.00279"""
"4102,February 08 2015,DOG,ITALIAN MASTIFF,6,M,TRUE,Manhattan,""10010"",ITALIAN MASTIFF,large,guardian,10010,""40.73911, -73.98265"""
"4104,February 12 2015,DOG,Collie Crossbreed,1.08,M,TRUE,Manhattan,""10022"",PIT BULL,medium,terrier,10467,""40.88081, -73.87392"""
"4105,February 14 2015,DOG,PODENGO PEQUENO/MIX,2,M,FALSE,Manhattan,""10002"",PIT BULL,medium,terrier,10467,""40.88081, -73.87392"""
"4106,February 13 2015,DOG,""Welsh Corgi, Pembroke"",3,M,TRUE,Manhattan,""10034"",CORGI Cardigan Welsh,small,herding dog,10034,""40.86715, -73.9241"""
"4107,February 17 2015,DOG,PODENGO PEQUENO/MIX,2,M,FALSE,Manhattan,""10029"",PORTUGUESE PODENGO PEQUENO MIX,small,hunting,10029,""40.79173, -73.94396"""
"4108,February 17 2015,DOG,""Poodle, Standard"",9,F,TRUE,Manhattan,""10022"",UNKNOWN,unknown,unknown,10467,""40.88081, -73.87392"""
"4113,February 19 2015,DOG,PITBULL MIX,2,M,FALSE,Manhattan,""10044"",PIT BULL,medium,terrier,10471,""40.89947, -73.9018"""
"4114,February 20 2015,DOG,Collie Crossbreed,6,M,TRUE,Manhattan,""10023"",PUG,small,companion,10463,""40.88077, -73.90662"""
"4115,February 23 2015,DOG,Collie Crossbreed,6,M,FALSE,Manhattan,""10023"",COLLIE MIX,medium-large,herding dog,10023,""40.77601, -73.98269"""
"4118,February 23 2015,DOG,Lhasa Apso,1,M,FALSE,Manhattan,""10029"",PIT BULL,medium,terrier,10467,""40.88081, -73.87392"""
"4119,February 19 2015,DOG,PITBULL/RHODESIAN,4,M,TRUE,Manhattan,""10021"",PIT BULL MIX,medium,terrier,10021,""40.76939, -73.95871"""
"4124,March 01 2015,DOG,LAB MIX,0.25,M,FALSE,Manhattan,""10016"",Labrador Retriever MIX,medium-large,hunting,10016,""40.74515, -73.9783"""
"4129,February 27 2015,DOG,Akita,7,F,FALSE,Manhattan,""10027"",Akita,large,hunting, guardian,10027,""40.81184, -73.9534"""
"4130,March 03 2015,DOG,STAFFORDSHIRE MIX,3,M,FALSE,Manhattan,""10038"",STAFFORDSHIRE MIX,medium,terrier,10038,""40.70916, -74.00279"""
"4131,March 03 2015,DOG,STAFFORDSHIRE MIX,3,M,FALSE,Manhattan,""10038"",CHIHUAHUA,small,Toy dog,10452,""40.83739, -73.92344"""
"4132,March 03 2015,DOG,STAFFORDSHIRE MIX,3,M,FALSE,Manhattan,""10038"",STAFFORDSHIRE MIX,medium,terrier,10038,""40.70916, -74.00279"""
"4133,March 03 2015,DOG,STAFFORDSHIRE MIX,3,M,FALSE,Manhattan,""10038"",STAFFORDSHIRE MIX,medium,terrier,10038,""40.70916, -74.00279"""
"4135,March 05 2015,DOG,BICHON FRISE,2,M,FALSE,Manhattan,""10025"",BICHON FRISE,small,Toy dog,10025,""40.79857, -73.96659"""
"4136,March 06 2015,DOG,LABARADOR RETRIEVER,2,M,FALSE,Manhattan,""10029"",LABARADOR RETRIEVER,medium-large,hunting,10029,""40.79173, -73.94396"""
"4137,March 06 2015,DOG,CAIRN TERRIER,1,F,TRUE,Manhattan,""10065"",UNKNOWN,unknown,unknown,10454,""40.80549, -73.91661"""
"4138,March 08 2015,DOG,,4,M,TRUE,Manhattan,""10036"",UNKNOWN,unknown,unknown,10036,""40.75927, -73.98999"""
"4140,March 06 2015,DOG,MUTT,1,M,TRUE,Manhattan,""10001"",MIXED BREED,unknown,unknown,10457,""40.84713, -73.89871"""
"4142,March 09 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,F,FALSE,Manhattan,,American Pit Bull Terrier Mix,medium,terrier,NULL,""NULL"""
"4145,March 12 2015,DOG,PITBULL,5,F,TRUE,Manhattan,""10010"",MIXED BREED,unknown,unknown,10467,""40.88081, -73.87392"""
"4146,March 12 2015,DOG,BOSTON TERRIER,5,M,TRUE,Manhattan,,SHIH TZU,small,Toy dog,10452,""40.83739, -73.92344"""
"4148,March 13 2015,DOG,American Pit Bull Mix / Pit Bull Mix,2,F,TRUE,Manhattan,""10029"",American Pit Bull Terrier Mix,medium,terrier,10029,""40.79173, -73.94396"""
"4152,March 16 2015,DOG,AMERICAN BULLY,3,F,TRUE,Manhattan,""10003"",AMERICAN BULLY,medium-large,companion,10003,""40.7318, -73.98911"""
"4153,March 11 2015,DOG,CHOW CHOW MIX,7,M,TRUE,Manhattan,""10065"",CHOW CHOW MIX,large,guardian,10065,""40.76474, -73.96314"""
"4154,March 16 2015,DOG,PUGGLE,9,M,TRUE,Manhattan,,PUGGLE,small,companion,NULL,""NULL"""
"4155,March 18 2015,DOG,HAVANESE,9,M,TRUE,Manhattan,""10014"",HAVANESE,small,Toy dog,10014,""40.73374, -74.00687"""
"4158,March 18 2015,DOG,MALTESE,1,F,FALSE,Manhattan,,CHIHUAHUA,small,Toy dog,10460,""40.84172, -73.87956"""
"4159,March 13 2015,DOG,BORDER COLLIE MIX,3,F,TRUE,Manhattan,""10025"",West High White Terrier,small,terrier,10465,""40.82391, -73.82298"""
"4161,March 21 2015,DOG,DACHSHUND,11,F,TRUE,Manhattan,""10016"",West High White Terrier,small,terrier,10465,""40.82391, -73.82298"""
"4164,March 23 2015,DOG,Norwich Terrier,2,M,FALSE,Manhattan,""10021"",MIXED BREED,unknown,unknown,10459,""40.82585, -73.89289"""
"4166,March 21 2015,DOG,""Bull Dog, French"",10,M,FALSE,Manhattan,,BULLDOG French,small,companion,NULL,""NULL"""
"4167,March 21 2015,DOG,PITBULL,10,M,FALSE,Manhattan,""10033"",PIT BULL,medium,terrier,10033,""40.8506, -73.93391"""
"4168,March 25 2015,DOG,SHIH TZU,10,M,FALSE,Manhattan,""10128"",SHIH TZU,small,Toy dog,10128,""40.78138, -73.95016"""
"4173,March 25 2015,DOG,MALTESE,3,F,FALSE,Manhattan,""10029"",MALTESE,small,Toy dog,10029,""40.79173, -73.94396"""
"4174,March 24 2015,DOG,SHIH TZU,1,M,TRUE,Manhattan,,SHIH TZU,small,Toy dog,NULL,""NULL"""
"4177,March 26 2015,DOG,PITBULL,1,F,FALSE,Manhattan,""10029"",PIT BULL,medium,terrier,NULL,""NULL"""
"4180,March 17 2015,DOG,PITBULL,5,F,TRUE,Manhattan,,MIXED BREED,unknown,unknown,10458,""40.86244, -73.88826"""
"4182,March 26 2015,DOG,BULLDOG,10,M,FALSE,Manhattan,""10017"",BULLDOG,medium,companion,10017,""40.75221, -73.97251"""
"4183,April 01 2015,DOG,BICHON FRISE,1,F,TRUE,Manhattan,""10022"",BICHON FRISE,small,Toy dog,10022,""40.75859, -73.96793"""
"4185,March 31 2015,DOG,DANDIE DINMONT,1,M,FALSE,Manhattan,""10065"",BOSTON TERRIER,small,companion,10465,""40.82391, -73.82298"""
"4188,March 31 2015,DOG,DACHSHUND LONG HAIRED,2,M,TRUE,Manhattan,""10013"",MIXED BREED,unknown,unknown,NULL,""NULL"""
"4189,April 01 2015,DOG,BASENJI MIX,10,M,TRUE,Manhattan,,BASENJI MIX,small-medium,hunting,NULL,""NULL"""
"4190,March 31 2015,DOG,YORKSHIRE TERRIER,4,M,FALSE,Manhattan,""10027"",MIXED BREED,unknown,unknown,10458,""40.86244, -73.88826"""
"4192,April 04 2015,DOG,PITBULL,2,M,FALSE,Manhattan,,PIT BULL,medium,terrier,NULL,""NULL"""
"4193,April 05 2015,DOG,PITBULL,4,F,FALSE,Manhattan,,PIT BULL,medium,terrier,NULL,""NULL"""
"4195,April 04 2015,DOG,SHIBA INU,1,M,TRUE,Manhattan,""10011"",SHIBA INU,medium,hunting,10011,""40.74187, -74.00052"""
"4196,April 06 2015,DOG,PITBULL,1,M,FALSE,Manhattan,""10028"",American Pit Bull Terrier Mix,medium,terrier,10461,""40.8474, -73.84066"""
"4197,February 27 2015,DOG,BLACK MOUTH CUR,4,M,FALSE,Manhattan,""10029"",BLACK MOUTH CUR,medium,working dog,10029,""40.79173, -73.94396"""
"4198,April 05 2015,DOG,Labrador Retriever Crossbreed,3,M,FALSE,Manhattan,,Labrador Retriever MIX,medium-large,hunting,NULL,""NULL"""
"4201,April 04 2015,DOG,GERMAN SHEPHERD,2,M,TRUE,Manhattan,""10128"",MIXED BREED,unknown,unknown,10458,""40.86244, -73.88826"""
"4202,April 04 2015,DOG,CHIHUAHUA,5,M,FALSE,Manhattan,""10032"",CHIHUAHUA,small,Toy dog,10032,""40.83884, -73.94279"""
"4203,April 05 2015,DOG,JACK RUSSELL TERRIER,6,M,FALSE,Manhattan,,CHIHUAHUA MIX,small,Toy dog,10467,""40.88081, -73.87392"""
"4205,April 01 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,F,FALSE,Manhattan,,American Pit Bull Terrier Mix,medium,terrier,NULL,""NULL"""
"4206,April 07 2015,DOG,BELGIAN MALINOIS,3,M,TRUE,Manhattan,,BELGIAN MALINOIS,large,herding dog,NULL,""NULL"""
"4209,April 10 2015,DOG,West High White Terrier,2,M,FALSE,Manhattan,,West High White Terrier,small,terrier,NULL,""NULL"""
"4210,April 12 2015,DOG,PITBULL,3,M,FALSE,Manhattan,,PIT BULL,medium,terrier,NULL,""NULL"""
"4211,April 02 2015,DOG,American Pit Bull Terrier/Pit Bull,2,M,FALSE,Manhattan,""10032"",American Pit Bull Terrier Mix,medium,terrier,10032,""40.83884, -73.94279"""
"4212,April 12 2015,DOG,PITBULL,3,M,FALSE,Manhattan,,PIT BULL,medium,terrier,NULL,""NULL"""
"4216,March 31 2015,DOG,CHIHUAHUA,3,M,FALSE,Manhattan,""10065"",CHIHUAHUA,small,Toy dog,10065,""40.76474, -73.96314"""
"4218,April 08 2015,DOG,CHIHUAHUA,5,M,TRUE,Manhattan,,AMERICAN STAFFORDSHIRE TERRIER,large,terrier,10469,""40.86862, -73.84813"""
"4221,April 01 2015,DOG,Lhasa Apso,7,M,TRUE,Manhattan,""10002"",LASAH APSO,small,guardian,10002,""40.7157, -73.98638"""
"4224,April 15 2015,DOG,YORKSHIRE TERRIER,12,F,TRUE,Manhattan,""10027"",YORKSHIRE TERRIER,small,terrier,10027,""40.81184, -73.9534"""
"4225,April 16 2015,DOG,Labrador Retriever Crossbreed,2,F,TRUE,Manhattan,,Labrador Retriever MIX,medium-large,hunting,NULL,""NULL"""
"4226,April 18 2015,DOG,Mixed/Other,6,M,TRUE,Manhattan,,MIXED BREED,unknown,unknown,NULL,""NULL"""
"4227,April 19 2015,DOG,BOXER MIX,6,M,TRUE,Manhattan,,BOXER MIX,large,moloss type,NULL,""NULL"""
"4228,April 14 2015,DOG,,2,M,FALSE,Manhattan,""10472"",UNKNOWN,unknown,unknown,10472,""40.8295, -73.8694"""
"4229,April 19 2015,DOG,Lhasa Apso,2,M,FALSE,Manhattan,""10031"",LASAH APSO,small,guardian,10031,""40.82518, -73.95013"""
"4230,April 20 2015,DOG,CHIHUAHUA,6,M,FALSE,Manhattan,""10035"",CHIHUAHUA,small,Toy dog,10035,""40.79551, -73.92967"""
"4231,April 20 2015,DOG,CHIHUAHUA/ JACK RUSSELL TERRIER,5,M,FALSE,Manhattan,,CHIHUAHUA MIX,small,Toy dog,NULL,""NULL"""
"4234,April 19 2015,DOG,SHEPHERD,1,M,TRUE,Manhattan,,SHEPHERD,medium-large,herding dog,NULL,""NULL"""
"4235,April 05 2015,DOG,SHIH TZU,6,M,TRUE,Manhattan,""10002"",SHIH TZU,small,Toy dog,10002,""40.7157, -73.98638"""
"4238,April 11 2015,DOG,LABARADOR RETRIEVER,10,M,FALSE,Manhattan,,LABARADOR RETRIEVER,medium-large,hunting,NULL,""NULL"""
"4240,April 21 2015,DOG,MALTESE,10,M,FALSE,Manhattan,""10128"",MALTESE,small,Toy dog,10128,""40.78138, -73.95016"""
"4241,April 23 2015,DOG,GOLDEN RETRIEVER,5,M,TRUE,Manhattan,,GOLDEN RETRIEVER,medium-large,hunting,NULL,""NULL"""
"4243,April 22 2015,DOG,AMERICAN STAFFORDSHIRE TERRIER,6,F,FALSE,Manhattan,""10039"",AMERICAN STAFFORDSHIRE TERRIER,large,terrier,10039,""40.83076, -73.93619"""
"4245,April 21 2015,DOG,German Shepherd Crossbreed,5,M,TRUE,Manhattan,""10013"",GERMAN SHEPHERD MIX,large,working dog,10013,""40.72022, -74.00463"""
"4246,April 27 2015,DOG,BORDER TERRIER,3,F,TRUE,Manhattan,,PUG MIX,small,companion,10468,""40.86804, -73.90006"""
"4248,April 24 2015,DOG,Mixed/Other,8,F,TRUE,Manhattan,,MIXED BREED,unknown,unknown,10453,""40.85225, -73.91358"""
"4249,April 27 2015,DOG,AMERICAN STAFFORDSHIRE TERRIER,2,M,TRUE,Manhattan,,MIXED BREED,unknown,unknown,10453,""40.85225, -73.91358"""
"4252,April 28 2015,DOG,PITBULL,2,F,TRUE,Manhattan,,PIT BULL,medium,terrier,NULL,""NULL"""
"4253,April 30 2015,DOG,SHARPEI-MASTIFF MIX,7,F,FALSE,Manhattan,""10011"",SHIH TZU,small,Toy dog,10458,""40.86244, -73.88826"""
"4254,April 29 2015,DOG,BOXER,1,M,TRUE,Manhattan,""10026"",BOXER,large,moloss type,10026,""40.80245, -73.9526"""
"4258,May 03 2015,DOG,Mixed/Other,8,M,FALSE,Manhattan,,MIXED BREED,unknown,unknown,NULL,""NULL"""
"4259,May 03 2015,DOG,DACHSHUND SMOOTH COAT,8,F,TRUE,Manhattan,,DACHSHUND LH,small,hunting,NULL,""NULL"""
"4261,May 02 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Manhattan,""10021"",American Pit Bull Terrier Mix,medium,terrier,10021,""40.76939, -73.95871"""
"4262,May 02 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Manhattan,""10029"",American Pit Bull Terrier Mix,medium,terrier,10029,""40.79173, -73.94396"""
"4264,May 04 2015,DOG,SPRINGER SPANIEL,10,M,TRUE,Manhattan,,PIT BULL,medium,terrier,10465,""40.82391, -73.82298"""
"4265,May 04 2015,DOG,""Schnauzer, Miniature"",8,M,TRUE,Manhattan,""10014"",SHIH TZU,small,Toy dog,10457,""40.84713, -73.89871"""
"4267,May 02 2015,DOG,AMERICAN STAFFORDSHIRE TERRIER,1,M,TRUE,Manhattan,""10029"",AMERICAN STAFFORDSHIRE TERRIER,large,terrier,10029,""40.79173, -73.94396"""
"4271,May 05 2015,DOG,American Pit Bull Terrier/Pit Bull,0.5,M,FALSE,Manhattan,""10029"",PIT BULL,medium,terrier,10469,""40.86862, -73.84813"""
"4273,May 05 2015,DOG,POODLE MIX,12,F,TRUE,Manhattan,,POODLE MIX,medium,companion,NULL,""NULL"""
"4278,April 26 2015,DOG,German Shepherd Crossbreed,2,M,TRUE,Manhattan,,MIXED BREED,unknown,unknown,10458,""40.86244, -73.88826"""
"4279,May 09 2015,DOG,CHIHUAHUA,4,F,FALSE,Manhattan,""10037"",CHIHUAHUA,small,Toy dog,10037,""40.81287, -73.93739"""
"4283,May 12 2015,DOG,SHIH TZU MIX,7,F,TRUE,Manhattan,,SHIH TZU MIX,small,Toy dog,NULL,""NULL"""
"4284,May 06 2015,DOG,Mixed/Other,8,M,TRUE,Manhattan,""10011"",MIXED BREED,unknown,unknown,10011,""40.74187, -74.00052"""
"4286,May 03 2015,DOG,YORKSHIRE TERRIER,1,M,FALSE,Manhattan,""10029"",CHIHUAHUA,small,Toy dog,10461,""40.8474, -73.84066"""
"4287,May 09 2015,DOG,CAIRN TERRIER,17,M,FALSE,Manhattan,,CAIRN TERRIER,small,terrier,NULL,""NULL"""
"4290,May 10 2015,DOG,GOLDEN DOODLE,4,M,TRUE,Manhattan,""10128"",GOLDEN DOODLE,medium,companion,10128,""40.78138, -73.95016"""
"4291,May 13 2015,DOG,PITBULL,0.58,M,TRUE,Manhattan,,GERMAN SHEPHERD,large,working dog,10468,""40.86804, -73.90006"""
"4293,May 13 2015,DOG,LABRADOODLE,7,M,TRUE,Manhattan,,LABRADOODLE,medium-large,companion,NULL,""NULL"""
"4297,May 14 2015,DOG,PITBULL,2,M,FALSE,Manhattan,,PIT BULL,medium,terrier,NULL,""NULL"""
"4298,May 15 2015,DOG,American Pit Bull Mix / Pit Bull Mix,1,M,FALSE,Manhattan,,American Pit Bull Terrier Mix,medium,terrier,NULL,""NULL"""
"4300,May 19 2015,DOG,YORKSHIRE TERRIER,6,M,TRUE,Manhattan,""10019"",YORKSHIRE TERRIER,small,terrier,10019,""40.7657, -73.98706"""
"4303,May 19 2015,DOG,AMERICAN STAFFORDSHIRE TERRIER,2,M,TRUE,Manhattan,""10029"",COCKER SPANIEL,small-medium,hunting,10467,""40.88081, -73.87392"""
"4304,May 17 2015,DOG,GOLDEN RETRIEVER MIX,8,F,TRUE,Manhattan,""10019"",PIT BULL,medium,terrier,NULL,""NULL"""
"4305,May 19 2015,DOG,HUSKY,6,M,TRUE,Manhattan,""10022"",ROTTWEILER,very large,working dog,10454,""40.80549, -73.91661"""
"4306,May 18 2015,DOG,""Poodle, Toy"",13,F,FALSE,Manhattan,""10065"",MIXED BREED,unknown,unknown,10468,""40.86804, -73.90006"""
"4307,May 20 2015,DOG,""BULLDOG, AMERICAN"",2,M,TRUE,Manhattan,""10023"",BULLDOG American,large,working dog,10023,""40.77601, -73.98269"""
"4309,May 21 2015,DOG,POODLE MIX,10,F,TRUE,Manhattan,""10019"",MIXED BREED,unknown,unknown,10463,""40.88077, -73.90662"""
"4310,May 20 2015,DOG,PITBULL,6,M,FALSE,Manhattan,,MIXED BREED,unknown,unknown,10463,""40.88077, -73.90662"""
"4314,May 26 2015,DOG,BULLDOG,8,M,TRUE,Manhattan,""10025"",PIT BULL,medium,terrier,10460,""40.84172, -73.87956"""
"4315,May 20 2015,DOG,BOXER MIX,2,F,TRUE,Manhattan,,BOXER MIX,large,moloss type,NULL,""NULL"""
"4318,May 25 2015,DOG,""Bull Dog, French"",1,M,TRUE,Manhattan,,BULLDOG French,small,companion,NULL,""NULL"""
"4319,May 25 2015,DOG,Chihuahua Crossbreed,3,F,TRUE,Manhattan,,MIXED BREED,unknown,unknown,10457,""40.84713, -73.89871"""
"4320,May 21 2015,DOG,AMERICAN STAFFORDSHIRE TERRIER,2,M,TRUE,Manhattan,,MIXED BREED,unknown,unknown,10465,""40.82391, -73.82298"""
"4321,May 26 2015,DOG,""Mastiff, Bull"",3,F,FALSE,Manhattan,""10029"",MIXED BREED,unknown,unknown,10457,""40.84713, -73.89871"""
"4323,May 27 2015,DOG,GERMAN SHEPHERD,5,M,TRUE,Manhattan,""10016"",GERMAN SHEPHERD,large,working dog,10016,""40.74515, -73.9783"""
"4326,May 28 2015,DOG,Labrador Retriever Crossbreed,2,M,TRUE,Manhattan,,Labrador Retriever MIX,medium-large,hunting,NULL,""NULL"""
"4329,May 30 2015,DOG,SCOTTISH TERRIER,5,F,TRUE,Manhattan,""10024"",SHIH TZU,small,Toy dog,10460,""40.84172, -73.87956"""
"4331,May 31 2015,DOG,SHIH TZU,8,M,TRUE,Manhattan,""10021"",MIXED BREED,unknown,unknown,10473,""40.81819, -73.85878"""
"4334,May 31 2015,DOG,POODLE/MALTESE,4,M,TRUE,Manhattan,""10029"",POODLE MIX,medium,companion,10029,""40.79173, -73.94396"""
"4343,June 02 2015,DOG,SHELTIE MIX,2,F,TRUE,Manhattan,,MIXED BREED,unknown,unknown,10452,""40.83739, -73.92344"""
"4344,June 02 2015,DOG,SHIH TZU,15,M,TRUE,Manhattan,""10065"",SHIH TZU,small,Toy dog,10065,""40.76474, -73.96314"""
"4346,June 02 2015,DOG,AMERICAN STAFFORDSHIRE TERRIER,1,M,FALSE,Manhattan,""10029"",AMERICAN STAFFORDSHIRE TERRIER,large,terrier,10029,""40.79173, -73.94396"""
"4347,June 03 2015,DOG,BEAGLE,11,F,TRUE,Manhattan,""10025"",BEAGLE,medium,hunting,10025,""40.79857, -73.96659"""
"4350,June 03 2015,DOG,ENGLISH SPRINGER SPANIEL,2,M,TRUE,Manhattan,,PIT BULL,medium,terrier,10467,""40.88081, -73.87392"""
"4352,June 03 2015,DOG,""Poodle, Standard"",14,F,FALSE,Manhattan,""10025"",POODLE,medium,companion,10025,""40.79857, -73.96659"""
"4355,June 07 2015,DOG,GERMAN SHEPHERD,0.33,F,FALSE,Manhattan,""10003"",BULLDOG French,small,companion,10466,""40.89098, -73.84597"""
